PheWAS_Category	Ethnicity	Description	Data_Field	Independent_Var	Samples	-log(p)	p-val	beta	std_error	Category
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.1	f.90012.0.0	201/916	0.3044152921737354	0.4961176842146521	0.016828366488054	0.0239068639168097	Spirometry
example	White	Systolic blood pressure, automated reading	f.4080.0.0	f.21001.0.0	860/916	0.2988422291065079	0.5025251141460143	0.1881479539638761	0.2801433220955768	Blood pressure
example	White	Trunk fat percentage	f.23127.0.0	f.21001.0.0	902/916	0.2768664650277602	0.5286077607978132	0.0702103753558114	0.1112567047458371	Body composition by impedance
example	White	Leg predicted mass (right)	f.23114.0.0	f.21001.0.0	903/916	0.2574576715467738	0.5527672807076576	0.015929454188693	0.0267957328691871	Body composition by impedance
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.0	f.21001.0.0	832/916	0.2572575059715906	0.5530221089112262	0.0067641592591691	0.0113841870739905	Spirometry
example	White	Arm predicted mass (left)	f.23126.0.0	f.21001.0.0	904/916	0.2528532625105043	0.5586589200453678	-0.0064865695424973	0.0110754572246865	Body composition by impedance
example	White	Weight method	f.21.0.0	f.21001.0.0	914/916	0.2078519534769985	0.6196522721649335	-0.0023408232486264	0.0047099133406752	Body size measures
example	White	Leg predicted mass (left)	f.23118.0.0	f.21001.0.0	903/916	0.1848032201127026	0.6534265547458815	-0.0119815734219518	0.0266502060868234	Body composition by impedance
example	White	Method of measuring blood pressure	f.4081.0.1	f.21001.0.0	914/916	0.1824482320447628	0.6569794238365387	0.0015831061050325	0.0035603523767291	Blood pressure
example	White	Hand grip strength (left)	f.46.0.0	f.21001.0.0	913/916	0.173304397919588	0.6709584119107008	-0.0741724807217537	0.1743747514018917	Hand grip strength
example	White	Leg fat mass (left)	f.23116.0.0	f.90012.0.0	201/916	0.1683831648919693	0.6786046560538446	0.0161232479465904	0.0383134320273002	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.1	f.90012.0.0	201/916	0.1571013425825372	0.6964639753344883	-0.7793337176621168	1.9641288241728403	Spirometry
example	White	Forced vital capacity (FVC)	f.3062.0.0	f.90012.0.0	201/916	0.1483179984594202	0.710692940562351	-0.0071136365856467	0.0187274142247167	Spirometry
example	White	Hand grip strength (left)	f.46.0.0	f.90012.0.0	201/916	0.1453632402003919	0.7155446843923625	0.0933065066278174	0.2522448719214769	Hand grip strength
example	White	Arm fat-free mass (right)	f.23121.0.0	f.21001.0.0	903/916	0.1445573549824233	0.7168736955993269	-0.0044804518735188	0.0123401598035969	Body composition by impedance
example	White	Whole body water mass	f.23102.0.0	f.90012.0.0	201/916	0.1432135741167001	0.7190952597071132	0.0431932481104394	0.1183167097950689	Body composition by impedance
example	White	Body fat percentage	f.23099.0.0	f.21001.0.0	905/916	0.1384462926413799	0.727032302659699	0.0452287997526708	0.1294106543895472	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.0	f.90012.0.0	201/916	0.1335669124952021	0.7352467060280734	-1.0038724360173967	2.9173266545075016	Spirometry
example	White	Whole body fat-free mass	f.23101.0.0	f.21001.0.0	904/916	0.1334548519438757	0.7354364454453738	-0.0531228757091231	0.1570264228449216	Body composition by impedance
example	White	Leg predicted mass (right)	f.23114.0.0	f.90012.0.0	201/916	0.132449853305884	0.7371402858238562	-0.009548070278216	0.0280329173517772	Body composition by impedance
example	White	Impedance of leg (right)	f.23107.0.0	f.21001.0.0	904/916	0.1260148292566848	0.7481439542318165	-0.1628150545098244	0.5064761734864387	Body composition by impedance
example	White	Pulse rate, automated reading	f.102.0.1	f.90012.0.0	201/916	0.125075443060546	0.7497639534738105	0.0822148897478065	0.251904721766403	Blood pressure
example	White	Trunk fat-free mass	f.23129.0.0	f.90012.0.0	201/916	0.1248218860749788	0.7502018208716726	0.0349659245765463	0.108244145207355	Body composition by impedance
example	White	Arm fat-free mass (right)	f.23121.0.0	f.90012.0.0	201/916	0.1245505375806564	0.750670695680423	0.004566816258793	0.0141650874056975	Body composition by impedance
example	White	Body fat percentage	f.23099.0.0	f.90012.0.0	201/916	0.1214352810018368	0.75607472295576	-0.0383993336837618	0.1217425570778681	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.2	f.21001.0.0	624/916	0.1175199966976552	0.7629217623084644	0.7691809044828205	2.545049399113634	Spirometry
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.1	f.21001.0.0	831/916	0.1031048553017177	0.7886696795990249	0.0032126385110752	0.0119704489298428	Spirometry
example	White	Peak expiratory flow (PEF)	f.3064.0.0	f.21001.0.0	831/916	0.1022880753321958	0.7901543305680546	0.542217402050599	2.034945980682172	Spirometry
example	White	Diastolic blood pressure, automated reading	f.4079.0.0	f.90012.0.0	201/916	0.1020633936935293	0.7905632215587975	0.0708665598904234	0.2628953190028778	Blood pressure
example	White	Arm fat percentage (left)	f.23123.0.0	f.21001.0.0	903/916	0.1014552834414587	0.7916709637846046	0.0389880383924674	0.1474350028776112	Body composition by impedance
example	White	Arm fat percentage (right)	f.23119.0.0	f.90012.0.0	201/916	0.1014043614510127	0.7917637944017268	0.0616743059096974	0.2303280937367402	Body composition by impedance
example	White	Standing height	f.50.0.0	f.21001.0.0	914/916	0.0980047303969957	0.7979859954441781	0.0341335238821109	0.1332079760398744	Body size measures
example	White	Leg fat percentage (left)	f.23115.0.0	f.21001.0.0	903/916	0.0969097516135484	0.8000004815066228	0.0414080419561525	0.1632561622640266	Body composition by impedance
example	White	Impedance of leg (left)	f.23108.0.0	f.90012.0.0	201/916	0.0939961220068066	0.805385632784932	-0.1689225521193779	0.6755741620014172	Body composition by impedance
example	White	Leg fat percentage (left)	f.23115.0.0	f.90012.0.0	201/916	0.0934444378729264	0.8064093639676384	0.0527988422951425	0.2123005035411545	Body composition by impedance
example	White	Systolic blood pressure, automated reading	f.4080.0.1	f.21001.0.0	846/916	0.0918958729672706	0.8092899123636539	0.0770263893951012	0.3187694920021301	Blood pressure
example	White	Trunk fat percentage	f.23127.0.0	f.90012.0.0	201/916	0.0722373014035973	0.8467646098778998	0.0212392730519914	0.1084162368746938	Body composition by impedance
example	White	Method of measuring blood pressure	f.4081.0.0	f.90012.0.0	201/916	0.0691375218001386	0.8528300178150634	-0.0017689574425787	0.0094067629010966	Blood pressure
example	White	Impedance of arm (right)	f.23109.0.0	f.90012.0.0	201/916	0.0628701132788567	0.8652266479409255	0.1758593682229568	1.0205843513621364	Body composition by impedance
example	White	Forced vital capacity (FVC)	f.3062.0.0	f.21001.0.0	834/916	0.0543635318850929	0.8823410161096005	-0.0021421722831362	0.0144567306841618	Spirometry
example	White	Leg fat-free mass (left)	f.23117.0.0	f.21001.0.0	904/916	0.0523634772367712	0.8864138287335707	-0.0038595653393024	0.0269901081391665	Body composition by impedance
example	White	Diastolic blood pressure, automated reading	f.4079.0.1	f.21001.0.0	848/916	0.0520678398542108	0.8870174428489719	-0.0215345133725717	0.1513897339426662	Blood pressure
example	White	Arm fat-free mass (left)	f.23125.0.0	f.21001.0.0	903/916	0.0494871152635814	0.8923040922531853	-0.0015174587552423	0.0111958752662213	Body composition by impedance
example	White	Leg fat percentage (right)	f.23111.0.0	f.21001.0.0	905/916	0.0414763473451847	0.9089157993174716	-0.0195631023659866	0.1708102945629744	Body composition by impedance
example	White	Leg fat mass (right)	f.23112.0.0	f.90012.0.0	201/916	0.0387812435260951	0.9145738012258388	0.0031497270967733	0.0289527504775385	Body composition by impedance
example	White	Sitting height	f.20015.0.0	f.90012.0.0	201/916	0.0374241106484455	0.917436235741734	0.0099007397716832	0.0941772140134069	Body size measures
example	White	Hand grip strength (right)	f.47.0.0	f.90012.0.0	201/916	0.0346768807703423	0.9232580844889242	-0.0195361732930878	0.2001288472732785	Hand grip strength
example	White	Weight	f.21002.0.0	f.90012.0.0	201/916	0.0271039839953081	0.9394983376692156	0.0185813290757841	0.2415946347999341	Body size measures
example	White	Forced vital capacity (FVC)	f.3062.0.1	f.21001.0.0	834/916	0.0258936136442342	0.9421203534863276	0.0010646402612021	0.0146461413532051	Spirometry
example	White	Method of measuring blood pressure	f.4081.0.0	f.21001.0.0	914/916	0.0248717376475789	0.944339731662426	-0.0003133488395856	0.0044834238984151	Blood pressure
example	White	Hip circumference	f.49.0.0	f.21001.0.0	914/916	0.0237461032614051	0.9467905111761944	0.0093699494142616	0.1402503074780881	Body size measures
example	White	Leg fat-free mass (right)	f.23113.0.0	f.90012.0.0	201/916	0.0219065042413154	0.9508094637307232	-0.0022381584375667	0.035778462126001	Body composition by impedance
example	White	Diastolic blood pressure, automated reading	f.4079.0.0	f.21001.0.0	860/916	0.0158884125134502	0.9640767013656152	0.007405288887109	0.1642378935753116	Blood pressure
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.0	f.90012.0.0	201/916	0.0154068686649739	0.9651462583046284	0.0006829461291312	0.0153866530845675	Spirometry
example	White	Whole body water mass	f.23102.0.0	f.21001.0.0	903/916	0.0151447899037374	0.9657288599318876	-0.0053715692755054	0.1248855652070318	Body composition by impedance
example	White	Pulse rate	f.4194.0.0	f.21001.0.0	290/916	0.0150525609784276	0.9659339686697336	0.0151743909840989	0.353658073062364	Arterial stiffness
example	White	Whole body fat mass	f.23100.0.0	f.90012.0.0	201/916	0.004745530423153	0.9891324950657918	0.0020794409440741	0.1505613347538311	Body composition by impedance
example	White	Heel bone mineral density (BMD) T-score, automated (right)	f.4125.0.0	f.21001.0.0	276/916	0.0004065472395761	0.9990643284004712	-5.1671070420806e-05	0.0437191383697151	Bone-densitometry of heel
example	White	Sources of admission to hospital (polymorphic)	f.41233.0.0	f.90012.0.0	201/916	1.7043019215848627	0.0197559572816739	-0.1763603020792162	0.0623410668469136	Summary Administration
example	White	Treatment speciality of consultant (recoded)	f.41246.0.4	f.21001.0.0	167/916	1.6463949492202263	0.022573819638829	68.66519097094924	23.574485968371103	Summary Administration
example	White	Methods of admission to hospital (recoded)	f.41249.0.1	f.21001.0.0	536/916	1.59690472520368	0.0252985293047393	21.79970128903382	9.621979025593234	Summary Administration
example	White	Intended management of patient (recoded)	f.41244.0.2	f.21001.0.0	194/916	1.5788514644649327	0.0263723320678267	17.83781863967471	7.243063467659232	Summary Administration
example	White	History of psychiatric care on admission (polymorphic)	f.41218.0.0	f.21001.0.0	659/916	1.2951727536713011	0.0506789077601406	0.0554977547902625	0.0281801002934552	Summary Psychiatric
example	White	Treatment speciality of consultant (recoded)	f.41246.0.2	f.21001.0.0	362/916	1.0231032919355811	0.0948192919726159	54.91867844466383	32.48603951021752	Summary Administration
example	White	Methods of discharge from hospital (polymorphic)	f.41213.0.0	f.21001.0.0	755/916	0.9088097115095272	0.1233645243204706	0.0465533538192576	0.0300788265230007	Summary Administration
example	White	Inpatient record format	f.41253.0.1	f.21001.0.0	439/916	0.8942509799196968	0.1275701364583248	-0.923350483599902	0.6004401932077543	Summary Administration
example	White	Treatment speciality of consultant (recoded)	f.41246.0.0	f.21001.0.0	753/916	0.8876244785921295	0.1295315377707812	-15.945472954683256	10.473748992833489	Summary Administration
example	White	Methods of discharge from hospital (polymorphic)	f.41213.0.1	f.21001.0.0	166/916	0.7312038496815618	0.1856932641159208	-0.2125624830317853	0.1541143362560554	Summary Administration
example	White	Inpatient record format	f.41253.0.2	f.21001.0.0	154/916	0.7159388299740752	0.1923362613898666	4.975773270477163	1.5507586378065434	Summary Administration
example	White	Main speciality of consultant (polymorphic)	f.41207.0.2	f.21001.0.0	326/916	0.6392158929917341	0.2295007488766803	7.125531555693733	5.8435294484677724	Summary Administration
example	White	Inpatient record format	f.41253.0.0	f.90012.0.0	201/916	0.6348854851197205	0.2318005781751783	0.5212229890467138	0.4094303826713978	Summary Administration
example	White	Main speciality of consultant (polymorphic)	f.41207.0.1	f.21001.0.0	505/916	0.6229978492573737	0.2382331267272163	-2.9503359353790968	2.489367841873171	Summary Administration
example	White	Main speciality of consultant (recoded)	f.41245.0.0	f.21001.0.0	685/916	0.6037564642380231	0.2490253365818305	-4.759176118708536	4.113338103374063	Summary Administration
example	White	Main speciality of consultant (recoded)	f.41245.0.2	f.21001.0.0	324/916	0.5952847021653032	0.2539307514316841	10.036049318006343	8.7096828482039	Summary Administration
example	White	Patient classification on admission (recoded)	f.41247.0.1	f.21001.0.0	432/916	0.5831782232370838	0.2611089610777262	-0.0121195958386659	0.0107137793715645	Summary Administration
example	White	Treatment speciality of consultant (recoded)	f.41246.0.3	f.21001.0.0	259/916	0.5540987877597435	0.2791908701284289	-48.195824982704885	43.91770030725655	Summary Administration
example	White	Intended management of patient (polymorphic)	f.41206.0.1	f.21001.0.0	436/916	0.542668573667989	0.2866364565269673	0.0787758461394311	0.0735113038746892	Summary Administration
example	White	Methods of discharge from hospital (polymorphic)	f.41213.0.0	f.90012.0.0	201/916	0.5390365201950581	0.2890436812837729	-0.0779492122389656	0.0686484433907665	Summary Administration
example	White	Behaviour of cancer tumour	f.40012.0.0	f.21001.0.0	161/916	0.5130936288532704	0.3068360414161974	0.0394352812249254	0.0346644886552561	Cancer register
example	White	Cancer record format	f.40019.0.0	f.21001.0.0	169/916	0.5029365751885811	0.3140967370477817	0.2564212383193204	0.2461808978901172	Cancer register
example	White	Hospital episode type	f.41231.0.0	f.21001.0.0	660/916	0.4651124621335959	0.3426790370745685	0.0011901730177258	0.0012505379547317	Summary Administration
example	White	Treatment speciality of consultant (recoded)	f.41246.0.1	f.21001.0.0	550/916	0.4411760431175816	0.3620961914311913	-17.149941311260125	18.74335754099018	Summary Administration
example	White	Methods of admission to hospital (polymorphic)	f.41212.0.0	f.90012.0.0	201/916	0.4323276266179306	0.3695492909862255	-0.0347183297668452	0.0362063920021293	Summary Administration
example	White	Methods of admission to hospital (recoded)	f.41249.0.0	f.21001.0.0	750/916	0.4043234891056169	0.3941635955378079	3.311145613075542	3.876891737677735	Summary Administration
example	White	Intended management of patient (polymorphic)	f.41206.0.2	f.21001.0.0	195/916	0.3621881064300615	0.4343220650485542	-0.0378332035534542	0.0467716110072096	Summary Administration
example	White	Destinations on discharge from hospital (polymorphic)	f.41211.0.0	f.21001.0.0	747/916	0.3530536695038987	0.4435538267836165	0.0691925959767976	0.0901042278263869	Summary Administration
example	White	Methods of admission to hospital (polymorphic)	f.41212.0.1	f.21001.0.0	527/916	0.3312952678041678	0.4663422161163413	-0.1493836202542277	0.2044131314609545	Summary Administration
example	White	Intended management of patient (recoded)	f.41244.0.1	f.21001.0.0	426/916	0.33108873949314	0.466564037434929	5.316578998346233	7.266838204164952	Summary Administration
example	White	Patient classification on admission (polymorphic)	f.41209.0.0	f.90012.0.0	201/916	0.3284838714252109	0.4693708652145476	-0.0275843422390918	0.0360662876206299	Summary Administration
example	White	Intended management of patient (recoded)	f.41244.0.0	f.21001.0.0	690/916	0.3126792073133845	0.4867666242959798	1.9274177259061476	2.7651590809525373	Summary Administration
example	White	Sources of admission to hospital (recoded)	f.41251.0.0	f.21001.0.0	755/916	0.2732473419921356	0.5330312338862807	-0.0011924974865085	0.0019093293422887	Summary Administration
example	White	Main speciality of consultant (polymorphic)	f.41207.0.3	f.21001.0.0	220/916	0.2507154223724775	0.56141573116252	-3.826094239495192	6.519605625928612	Summary Administration
example	White	Patient classification on admission (recoded)	f.41247.0.0	f.21001.0.0	744/916	0.232734166493618	0.5851481462259469	3.816034103535663	6.978144957841129	Summary Administration
example	White	Intended management of patient (recoded)	f.41244.0.0	f.90012.0.0	201/916	0.2311597803784645	0.5872732503007703	-3.3078596199514467	5.458215179687136	Summary Administration
example	White	Sources of admission to hospital (polymorphic)	f.41233.0.0	f.21001.0.0	749/916	0.221087603909984	0.6010524836777492	0.0546445024191005	0.1043274089012937	Summary Administration
example	White	Destinations on discharge from hospital (polymorphic)	f.41211.0.0	f.90012.0.0	201/916	0.2049666782039789	0.6237826941662932	0.0372035721348994	0.0701151197477197	Summary Administration
example	White	Spells in hospital	f.41235.0.0	f.21001.0.0	606/916	0.1547275669538841	0.7002811448005801	0.0335533573327075	0.086991296020934	Summary Administration
example	White	Patient classification on admission (polymorphic)	f.41209.0.0	f.21001.0.0	744/916	0.1429102430442217	0.7195976840689766	0.0034250721376684	0.0095263680122586	Summary Administration
example	White	Destinations on discharge from hospital (polymorphic)	f.41211.0.1	f.21001.0.0	182/916	0.1401310563674773	0.7242173811485875	-1.6782471421305505	4.624273457724068	Summary Administration
example	White	Destinations on discharge from hospital (recoded)	f.41248.0.0	f.90012.0.0	201/916	0.1297492473265959	0.7417383821273358	3.5332847758695613e-14	1.0304033709459677e-13	Summary Administration
example	White	Methods of discharge from hospital (recoded)	f.41250.0.0	f.21001.0.0	750/916	0.1274076805366911	0.7457483814636514	0.0009205604448835	0.0028349362168479	Summary Administration
example	White	Methods of admission to hospital (recoded)	f.41249.0.0	f.90012.0.0	201/916	0.112010474950952	0.7726619486774204	-1.679684215982144	5.620276956015635	Summary Administration
example	White	Inpatient record format	f.41253.0.0	f.21001.0.0	756/916	0.1028602229069743	0.789114052045069	-0.0596294700537863	0.2226200405426426	Summary Administration
example	White	Administrative and legal statuses	f.41232.0.0	f.21001.0.0	278/916	0.0973475555329926	0.7991944227528016	-0.0107382907920889	0.0419008116170558	Summary Administration
example	White	Spells in hospital	f.41235.0.0	f.90012.0.0	201/916	0.0905532274954966	0.8117957484714212	0.061309037936451	0.2359446099660041	Summary Administration
example	White	Methods of admission to hospital (recoded)	f.41249.0.3	f.21001.0.0	160/916	0.0905194643243518	0.8118588620162055	-14.81541895282657	60.440714872255015	Summary Administration
example	White	Main speciality of consultant (polymorphic)	f.41207.0.4	f.21001.0.0	131/916	0.0769026456118566	0.8377170493996758	4.707247188375932	18.06433581550096	Summary Administration
example	White	Treatment speciality of consultant (recoded)	f.41246.0.0	f.90012.0.0	201/916	0.0723970210984852	0.8464532540481279	-1.7571417542577554	8.744256382263625	Summary Administration
example	White	Carer support indicators	f.41214.0.0	f.21001.0.0	654/916	0.0642758710447842	0.8624305435756463	0.1515123067831714	0.872967168579426	Summary Psychiatric
example	White	Reported occurrences of cancer	f.40009.0.0	f.21001.0.0	171/916	0.0639052668489763	0.8631668107948316	0.0136587142253326	0.0774196920257387	Cancer register
example	White	Destinations on discharge from hospital (recoded)	f.41248.0.0	f.21001.0.0	745/916	0.056433706020229	0.8781451235498217	0.0003549204098575	0.0023118170424747	Summary Administration
example	White	Carer support indicators	f.41214.0.1	f.21001.0.0	179/916	0.0551615148454925	0.8807212703776794	-0.3932420362676603	2.581542379742417	Summary Psychiatric
example	White	Methods of admission to hospital (recoded)	f.41249.0.2	f.21001.0.0	307/916	0.0510249818053556	0.889149970050906	3.3580277818114004	23.94686319561524	Summary Administration
example	White	Sources of admission to hospital (recoded)	f.41251.0.0	f.90012.0.0	201/916	0.0486057391174544	0.8941168118444074	2.821354261328679e-14	2.0607578043831573e-13	Summary Administration
example	White	Main speciality of consultant (recoded)	f.41245.0.0	f.90012.0.0	201/916	0.0463974490209968	0.8986747737094504	-2.418668715665884	17.47292928980445	Summary Administration
example	White	Patient classification on admission (recoded)	f.41247.0.0	f.90012.0.0	201/916	0.0411689250686866	0.9095594176351136	1.5830271245451883	13.251093341997905	Summary Administration
