PheWAS_Category	Ethnicity	Description	Data_Field	Independent_Var	Samples	-log(p)	p-val	beta	std_error	Category
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.1	f.90012.0.0	201/916	0.3044152921737354	0.4961176842146521	0.016828366488054	0.0239068639168097	Spirometry
example	White	Systolic blood pressure, automated reading	f.4080.0.0	f.21001.0.0	860/916	0.2988422291065079	0.5025251141460143	0.1881479539638761	0.2801433220955768	Blood pressure
example	White	Trunk fat percentage	f.23127.0.0	f.21001.0.0	902/916	0.2768664650277602	0.5286077607978132	0.0702103753558114	0.1112567047458371	Body composition by impedance
example	White	Leg predicted mass (right)	f.23114.0.0	f.21001.0.0	903/916	0.2574576715467738	0.5527672807076576	0.015929454188693	0.0267957328691871	Body composition by impedance
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.0	f.21001.0.0	832/916	0.2572575059715906	0.5530221089112262	0.0067641592591691	0.0113841870739905	Spirometry
example	White	Arm predicted mass (left)	f.23126.0.0	f.21001.0.0	904/916	0.2528532625105043	0.5586589200453678	-0.0064865695424973	0.0110754572246865	Body composition by impedance
example	White	Weight method	f.21.0.0	f.21001.0.0	914/916	0.2078519534769985	0.6196522721649335	-0.0023408232486264	0.0047099133406752	Body size measures
example	White	Leg predicted mass (left)	f.23118.0.0	f.21001.0.0	903/916	0.1848032201127026	0.6534265547458815	-0.0119815734219518	0.0266502060868234	Body composition by impedance
example	White	Method of measuring blood pressure	f.4081.0.1	f.21001.0.0	914/916	0.1824482320447628	0.6569794238365387	0.0015831061050325	0.0035603523767291	Blood pressure
example	White	Hand grip strength (left)	f.46.0.0	f.21001.0.0	913/916	0.173304397919588	0.6709584119107008	-0.0741724807217537	0.1743747514018917	Hand grip strength
example	White	Leg fat mass (left)	f.23116.0.0	f.90012.0.0	201/916	0.1683831648919693	0.6786046560538446	0.0161232479465904	0.0383134320273002	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.1	f.90012.0.0	201/916	0.1571013425825372	0.6964639753344883	-0.7793337176621168	1.9641288241728403	Spirometry
example	White	Forced vital capacity (FVC)	f.3062.0.0	f.90012.0.0	201/916	0.1483179984594202	0.710692940562351	-0.0071136365856467	0.0187274142247167	Spirometry
example	White	Hand grip strength (left)	f.46.0.0	f.90012.0.0	201/916	0.1453632402003919	0.7155446843923625	0.0933065066278174	0.2522448719214769	Hand grip strength
example	White	Arm fat-free mass (right)	f.23121.0.0	f.21001.0.0	903/916	0.1445573549824233	0.7168736955993269	-0.0044804518735188	0.0123401598035969	Body composition by impedance
example	White	Whole body water mass	f.23102.0.0	f.90012.0.0	201/916	0.1432135741167001	0.7190952597071132	0.0431932481104394	0.1183167097950689	Body composition by impedance
example	White	Body fat percentage	f.23099.0.0	f.21001.0.0	905/916	0.1384462926413799	0.727032302659699	0.0452287997526708	0.1294106543895472	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.0	f.90012.0.0	201/916	0.1335669124952021	0.7352467060280734	-1.0038724360173967	2.9173266545075016	Spirometry
example	White	Whole body fat-free mass	f.23101.0.0	f.21001.0.0	904/916	0.1334548519438757	0.7354364454453738	-0.0531228757091231	0.1570264228449216	Body composition by impedance
example	White	Leg predicted mass (right)	f.23114.0.0	f.90012.0.0	201/916	0.132449853305884	0.7371402858238562	-0.009548070278216	0.0280329173517772	Body composition by impedance
example	White	Impedance of leg (right)	f.23107.0.0	f.21001.0.0	904/916	0.1260148292566848	0.7481439542318165	-0.1628150545098244	0.5064761734864387	Body composition by impedance
example	White	Pulse rate, automated reading	f.102.0.1	f.90012.0.0	201/916	0.125075443060546	0.7497639534738105	0.0822148897478065	0.251904721766403	Blood pressure
example	White	Trunk fat-free mass	f.23129.0.0	f.90012.0.0	201/916	0.1248218860749788	0.7502018208716726	0.0349659245765463	0.108244145207355	Body composition by impedance
example	White	Arm fat-free mass (right)	f.23121.0.0	f.90012.0.0	201/916	0.1245505375806564	0.750670695680423	0.004566816258793	0.0141650874056975	Body composition by impedance
example	White	Body fat percentage	f.23099.0.0	f.90012.0.0	201/916	0.1214352810018368	0.75607472295576	-0.0383993336837618	0.1217425570778681	Body composition by impedance
example	White	Peak expiratory flow (PEF)	f.3064.0.2	f.21001.0.0	624/916	0.1175199966976552	0.7629217623084644	0.7691809044828205	2.5450493991136334	Spirometry
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.1	f.21001.0.0	831/916	0.1031048553017177	0.7886696795990249	0.0032126385110752	0.0119704489298428	Spirometry
example	White	Peak expiratory flow (PEF)	f.3064.0.0	f.21001.0.0	831/916	0.1022880753321958	0.7901543305680546	0.542217402050599	2.034945980682172	Spirometry
example	White	Diastolic blood pressure, automated reading	f.4079.0.0	f.90012.0.0	201/916	0.1020633936935293	0.7905632215587975	0.0708665598904234	0.2628953190028778	Blood pressure
example	White	Arm fat percentage (left)	f.23123.0.0	f.21001.0.0	903/916	0.1014552834414587	0.7916709637846046	0.0389880383924674	0.1474350028776112	Body composition by impedance
example	White	Arm fat percentage (right)	f.23119.0.0	f.90012.0.0	201/916	0.1014043614510127	0.7917637944017268	0.0616743059096974	0.2303280937367402	Body composition by impedance
example	White	Standing height	f.50.0.0	f.21001.0.0	914/916	0.0980047303969957	0.7979859954441781	0.0341335238821109	0.1332079760398744	Body size measures
example	White	Leg fat percentage (left)	f.23115.0.0	f.21001.0.0	903/916	0.0969097516135484	0.8000004815066228	0.0414080419561525	0.1632561622640266	Body composition by impedance
example	White	Impedance of leg (left)	f.23108.0.0	f.90012.0.0	201/916	0.0939961220068066	0.805385632784932	-0.1689225521193779	0.6755741620014172	Body composition by impedance
example	White	Leg fat percentage (left)	f.23115.0.0	f.90012.0.0	201/916	0.0934444378729264	0.8064093639676384	0.0527988422951425	0.2123005035411545	Body composition by impedance
example	White	Systolic blood pressure, automated reading	f.4080.0.1	f.21001.0.0	846/916	0.0918958729672706	0.8092899123636539	0.0770263893951012	0.3187694920021301	Blood pressure
example	White	Trunk fat percentage	f.23127.0.0	f.90012.0.0	201/916	0.0722373014035973	0.8467646098778998	0.0212392730519914	0.1084162368746938	Body composition by impedance
example	White	Method of measuring blood pressure	f.4081.0.0	f.90012.0.0	201/916	0.0691375218001386	0.8528300178150634	-0.0017689574425787	0.0094067629010966	Blood pressure
example	White	Impedance of arm (right)	f.23109.0.0	f.90012.0.0	201/916	0.0628701132788567	0.8652266479409255	0.1758593682229568	1.0205843513621364	Body composition by impedance
example	White	Forced vital capacity (FVC)	f.3062.0.0	f.21001.0.0	834/916	0.0543635318850929	0.8823410161096005	-0.0021421722831362	0.0144567306841618	Spirometry
example	White	Leg fat-free mass (left)	f.23117.0.0	f.21001.0.0	904/916	0.0523634772367712	0.8864138287335707	-0.0038595653393024	0.0269901081391665	Body composition by impedance
example	White	Diastolic blood pressure, automated reading	f.4079.0.1	f.21001.0.0	848/916	0.0520678398542108	0.8870174428489719	-0.0215345133725717	0.1513897339426662	Blood pressure
example	White	Arm fat-free mass (left)	f.23125.0.0	f.21001.0.0	903/916	0.0494871152635814	0.8923040922531853	-0.0015174587552423	0.0111958752662213	Body composition by impedance
example	White	Leg fat percentage (right)	f.23111.0.0	f.21001.0.0	905/916	0.0414763473451847	0.9089157993174716	-0.0195631023659866	0.1708102945629744	Body composition by impedance
example	White	Leg fat mass (right)	f.23112.0.0	f.90012.0.0	201/916	0.0387812435260951	0.9145738012258388	0.0031497270967733	0.0289527504775385	Body composition by impedance
example	White	Sitting height	f.20015.0.0	f.90012.0.0	201/916	0.0374241106484455	0.917436235741734	0.0099007397716832	0.0941772140134069	Body size measures
example	White	Hand grip strength (right)	f.47.0.0	f.90012.0.0	201/916	0.0346768807703423	0.9232580844889242	-0.0195361732930878	0.2001288472732785	Hand grip strength
example	White	Weight	f.21002.0.0	f.90012.0.0	201/916	0.0271039839953081	0.9394983376692156	0.0185813290757841	0.2415946347999341	Body size measures
example	White	Forced vital capacity (FVC)	f.3062.0.1	f.21001.0.0	834/916	0.0258936136442342	0.9421203534863276	0.0010646402612021	0.0146461413532051	Spirometry
example	White	Method of measuring blood pressure	f.4081.0.0	f.21001.0.0	914/916	0.0248717376475789	0.944339731662426	-0.0003133488395856	0.0044834238984151	Blood pressure
example	White	Hip circumference	f.49.0.0	f.21001.0.0	914/916	0.0237461032614051	0.9467905111761944	0.0093699494142616	0.1402503074780881	Body size measures
example	White	Leg fat-free mass (right)	f.23113.0.0	f.90012.0.0	201/916	0.0219065042413154	0.9508094637307232	-0.0022381584375667	0.035778462126001	Body composition by impedance
example	White	Diastolic blood pressure, automated reading	f.4079.0.0	f.21001.0.0	860/916	0.0158884125134502	0.9640767013656152	0.007405288887109	0.1642378935753116	Blood pressure
example	White	Forced expiratory volume in 1-second (FEV1)	f.3063.0.0	f.90012.0.0	201/916	0.0154068686649739	0.9651462583046284	0.0006829461291312	0.0153866530845675	Spirometry
example	White	Whole body water mass	f.23102.0.0	f.21001.0.0	903/916	0.0151447899037374	0.9657288599318876	-0.0053715692755054	0.1248855652070318	Body composition by impedance
example	White	Pulse rate	f.4194.0.0	f.21001.0.0	290/916	0.0150525609784276	0.9659339686697336	0.0151743909840989	0.353658073062364	Arterial stiffness
example	White	Whole body fat mass	f.23100.0.0	f.90012.0.0	201/916	0.004745530423153	0.9891324950657918	0.0020794409440741	0.1505613347538311	Body composition by impedance
example	White	Heel bone mineral density (BMD) T-score, automated (right)	f.4125.0.0	f.21001.0.0	276/916	0.0004065472395761	0.9990643284004712	-5.1671070420806e-05	0.0437191383697151	Bone-densitometry of heel
